param,dbcv,n_clusters,noise_ratio,duration
50,0.45261446668684646,1217,0.16503915016707396,0.5236588478088379
250,0.3344985404115291,328,0.2779778232174621,0.5380367318789164
450,0.2510354104684793,152,0.36652536033115557,0.5481633543968201
650,0.21689025445047622,113,0.3840839193390188,0.5202463110287984
850,0.1761578798723875,79,0.4135521087892541,0.5388437469800313
1050,0.18063351605548422,62,0.43859159144182336,0.5423551122347514
1250,0.2523037945314318,48,0.43817598457267304,0.523231585820516
1450,0.2368191603348795,38,0.4421325619669842,0.5321729779243469
1650,0.26484844279614633,36,0.4370521835984905,0.5407235860824585
1850,0.26142934718616917,34,0.4427376855684671,0.5260751207669576
2050,0.2786773484695941,33,0.4384020747094908,0.5264243245124817
2250,0.2511430343575721,31,0.445656908217379,0.5393688718477885
2450,0.3083467802295268,29,0.4273003840207471,0.5322186907132467
2650,0.31825136157145445,27,0.4263062523897395,0.5217418948809306
2850,0.31825136157145445,27,0.4263062523897395,0.542952545483907
3050,0.31729063700687316,26,0.4251591774308846,0.5388884663581848
3250,0.3013861609912309,24,0.4459062723388692,0.5196648915608724
3450,0.2837777926382242,22,0.46806310574701177,0.5416279594103496
3650,0.3024674787802662,21,0.46790351270925806,0.5433330734570821
3850,0.3024674787802662,21,0.46790351270925806,0.5240932623545329
4050,0.2808848721927651,19,0.4942862367629212,0.5430984457333883
4250,0.2522525383379466,18,0.4735590909846558,0.5377078771591186
4450,0.23876992370082423,17,0.4882050770535135,0.5219162384668986
4650,0.23876992370082423,17,0.4882050770535135,0.5472797513008117
4850,0.23876992370082423,17,0.4882050770535135,0.5389463106791178
5050,0.11975238697379768,11,0.25244293717686567,0.525615147749583
5250,0.09568421648931144,9,0.2065832128073413,0.5353875160217285
Average,0.2620064456402439,,,14.413772642612457
Best,0.45261446668684646,1217,,
