param,dbcv,n_clusters,noise_ratio,duration
50,0.12327423255977839,369,0.051535251774641334,0.549974282582601
250,0.10374578516445411,105,0.09603843532325902,0.560914146900177
450,0.0878236133082051,68,0.1100992469203531,0.5124694665273031
650,0.07242053338182083,49,0.12577926287965688,0.5410480697949728
850,0.06999578527141562,40,0.1424999584393131,0.5499603112538656
1050,0.07198858399015269,36,0.14927933768889332,0.519986355304718
1250,0.06978028878453595,30,0.1441457616411484,0.5356242060661316
1450,0.043458516854368294,23,0.1618339899921866,0.5408420403798421
1650,0.035259972880684165,21,0.17177198144730937,0.5271496574083964
1850,0.04043829144284437,20,0.1777766694927934,0.5251556317011515
2050,0.03888950251563158,17,0.1830332651738068,0.5446420192718506
2250,0.03867728004318023,15,0.19755955646434925,0.5378019769986471
2450,0.03829393779111442,14,0.2056023805961465,0.5246107459068299
2650,0.03829393779111442,14,0.2056023805961465,0.5412684599558513
2850,0.03505043650284707,13,0.2054826858178312,0.5461085756619771
3050,0.03448683357958792,12,0.2054826858178312,0.5232665737469991
3250,0.018149625433711163,9,0.23663325187438697,0.5403772393862406
3450,0.00840078492666204,8,0.24807407776835735,0.5408092856407165
3650,0.00840078492666204,8,0.24807407776835735,0.5226175268491109
3850,0.07108264280697431,7,0.23663990158429338,0.5324809273084005
4050,0.07108264280697431,7,0.23663990158429338,0.5433895826339722
4250,0.07108264280697431,7,0.23663990158429338,0.5290002346038818
4450,0.07108264280697431,7,0.23663990158429338,0.5220151782035828
4850,0.07108264280697431,7,0.23663990158429338,0.5456947763760884
5250,0.0726666903602853,6,0.23639718717270958,0.5373969594637553
5650,0.0726666903602853,6,0.23639718717270958,0.5212146917978923
6050,0.0726666903602853,6,0.23639718717270958,0.5427880009015401
6450,0.0726666903602853,6,0.23639718717270958,0.5410844723383585
7250,0.0726666903602853,6,0.23639718717270958,0.5206834038098653
8050,0.0726666903602853,6,0.23639718717270958,0.5393548170725505
8850,0.06716184180940195,5,0.22989044602929198,0.5408966978391011
9650,0.06716184180940195,5,0.22989044602929198,0.522931186358134
10450,0.06716184180940195,5,0.22989044602929198,0.5258499026298523
11250,0.1096206685833837,4,0.2657024587302379,0.5414351224899292
Average,0.06115730227520421,,,18.190842525164285
Best,0.12327423255977839,369,,
