param,dbcv,n_clusters,noise_ratio,duration
50,0.4452640048389451,1679,0.22010207304706333,1.1683059374491374
250,0.24394779677601544,292,0.3910195667713996,1.160833982626597
450,0.20135335481551375,134,0.4091300517014945,0.9884688695271809
650,0.17284615428801098,98,0.41714627699366613,0.9176725745201111
850,0.19088928538377525,66,0.44030056688776953,0.9867838581403097
1050,0.1484425655047474,42,0.4678336907552408,0.9150873064994812
1250,0.15534178603250498,34,0.4680531311821522,0.9094694177309672
1450,0.14381912929520593,30,0.4864495536382225,1.1371952255566915
1650,0.1942205976729461,25,0.48308812528053463,0.9321330666542054
1850,0.1952754392821586,24,0.48212724219905906,0.9873130281766256
2050,0.19082515223500132,23,0.48831479726696925,0.9208214084307352
2250,0.1853549994540727,20,0.4789586554286569,0.9194864352544149
2450,0.18509657572469906,19,0.4869050587668113,0.9226639707883199
2650,0.18509657572469906,19,0.4869050587668113,0.9196149468421936
2850,0.18509657572469906,19,0.4869050587668113,0.9214449286460876
3050,0.17602465342661663,18,0.4968629993516533,0.918749205271403
3250,0.18569765631847665,17,0.5071102023174239,0.9178069631258646
3450,0.17559295250069817,16,0.5183681611889681,0.917107085386912
3650,0.17559295250069817,16,0.5183681611889681,0.9173326770464579
3850,0.06848731275204369,12,0.48595082539524215,0.9139243642489115
4050,0.06848731275204369,12,0.48595082539524215,0.9166338801383972
4250,0.06848731275204369,12,0.48595082539524215,0.9155243158340454
4450,0.06848731275204369,12,0.48595082539524215,0.9184794863065083
4850,0.06692905342866952,10,0.40906022974747724,0.916568132241567
Average,0.169860687997347,,,22.959421066443127
Best,0.4452640048389451,1679,,
