param,dbcv,n_clusters,noise_ratio,duration
50,0.2761196573513508,1418,0.35945671870064666,0.5177115241686503
250,0.2621274884167393,270,0.4791980449852875,0.5445814490318298
450,0.208557268398759,113,0.5727893870629894,0.5317740758260091
650,0.149087433431836,71,0.5878144065965122,0.5257936954498291
850,0.18517669359675543,51,0.6047844662776586,0.5048082828521728
1050,0.1775747032462008,41,0.6288796901235184,0.5135260542233785
1250,0.22508188953624414,33,0.637813575382774,0.532062582174937
1450,0.20328804937765038,26,0.6541286386381394,0.5322543700536092
1650,0.19431646198533875,23,0.6532342526557279,0.5126602808634441
1850,0.18871130070262956,22,0.6590893222283178,0.5044411063194275
2050,0.23184826026421207,20,0.6465113959403521,0.5171662966410319
2250,0.19703225030456276,17,0.6550263494755041,0.5272074739138285
2450,0.18936691569969433,16,0.6630691736073013,0.5282452424367269
2650,0.1816083985821101,15,0.6713114890362908,0.5092118978500366
2850,0.17300390827050194,14,0.6803484447990956,0.5023666461308797
3050,0.15505926864018493,12,0.6997689225807524,0.5135995904604594
3250,0.15505926864018493,12,0.6997689225807524,0.5283083240191142
3450,0.19975971640773477,10,0.686293285455422,0.5289137363433838
Average,0.19737660738070498,,,9.374632628758748
Best,0.2761196573513508,1418,,
